,分词,分词索引化
2569,"['正虹', '科技', '本次', '非', '公开', '发行股票', '不', '存在', '直接', '利益', '相关', '方向', '参与', '认购', '投资者', '提供', '财务', '资助', '补偿']","[0, 1140, 10165, 714, 2314, 138888, 10, 373, 209, 885, 530, 974, 1598, 56430, 6048, 614, 4233, 9120, 6801]"
2570,"['正虹', '科技', '未', '弥补', '亏损', '达到', '实收', '股本', '总额', '三分之一']","[0, 1140, 1031, 4820, 8300, 629, 135602, 98961, 18118, 0]"
2571,"['正虹', '科技', '募集', '资金', '管理制度']","[0, 1140, 25802, 1797, 41087]"
2572,"['正虹', '科技', '无需', '编制', '前次', '募集', '资金', '使用', '情况', '报告']","[0, 1140, 5171, 8524, 94482, 25802, 1797, 308, 394, 1950]"
2573,"['正虹', '科技', '未来', '三年', '年']","[0, 1140, 646, 0, 50]"
2574,"['正虹', '科技', '董事会', '决议']","[0, 1140, 22872, 17912]"
2575,"['正虹', '科技', '非', '公开', '发行股票', '预案', '披露', '提示性']","[0, 1140, 714, 2314, 138888, 25818, 14061, 186770]"
2576,"['正虹', '科技', '非', '公开', '发行股票', '摊薄', '即期', '回报', '采取', '填补', '措施', '相关', '主体', '承诺']","[0, 1140, 714, 2314, 138888, 76712, 124573, 3486, 2726, 11963, 4417, 530, 3963, 4438]"
2577,"['正虹', '科技', '最近', '五年', '不', '存在', '证券', '监管部门', '交易所', '采取', '监管', '措施', '处罚', '整改', '情况']","[0, 1140, 834, 0, 10, 373, 9932, 27110, 32224, 2726, 4408, 4417, 5972, 22558, 394]"
2578,['公司'],[225]
2579,"['山东', '金泰', '集团股份', '有限公司', '聘请', '主办', '券商']","[2797, 140161, 163991, 11426, 22345, 33532, 17125]"
2580,"['广东', '广', '信君', '达', '梅州', '律师', '事务所', '广东', '紫晶', '信息', '存储技术', '股份', '有限公司', '年', '年度', '股东大会', '法律', '意见书']","[3984, 4067, 0, 1808, 97549, 3618, 25653, 3984, 217947, 590, 147449, 11068, 11426, 50, 6892, 70603, 799, 92352]"
2581,"['延期', '回复', '上海证券交易所']","[23188, 1446, 151267]"
2582,"['中信', '建投', '证券', '股份', '有限公司', '广东', '紫晶', '信息', '存储技术', '股份', '有限公司', '问询', '函', '相关', '事项', '核查', '意见']","[54001, 0, 9932, 11068, 11426, 3984, 217947, 590, 147449, 11068, 11426, 47727, 28939, 530, 15891, 41698, 2497]"
2583,"['年', '年度', '股东', '大会决议']","[50, 6892, 9250, 238172]"
2584,"['独立', '董事', '辞职']","[988, 25899, 4364]"
2585,"['上海证券交易所', '问询', '函', '相关', '事项', '进展', '延期', '回复']","[151267, 47727, 28939, 530, 15891, 6738, 23188, 1446]"
2586,"['粤', '水电', '大华', '会计师', '事务所', '普通', '特殊', '合伙']","[27121, 11735, 81955, 24689, 25653, 639, 2019, 15385]"
2587,"['粤', '水电', '广东', '水电', '二局', '股份', '有限公司', '发行', '股份', '购买', '资产', '募集', '配套', '资金', '暨', '关联', '交易', '事项', '问询', '函', '回复', '暨', '重组', '报告书', '草案', '修订', '说明']","[27121, 11735, 3984, 11735, 0, 11068, 11426, 5698, 11068, 1663, 2837, 25802, 8321, 1797, 40297, 6328, 2175, 15891, 47727, 28939, 1446, 40297, 15734, 80574, 34782, 22681, 778]"
2588,"['粤', '水电', '北京市', '金杜', '律师', '事务所', '广东', '水电', '二局', '股份', '有限公司', '发行', '股份', '购买', '资产', '募集', '配套', '资金', '暨', '关联', '交易', '内幕', '信息', '知情人', '股票交易', '自查', '情况', '专项', '核查', '意见']","[27121, 11735, 13079, 0, 3618, 25653, 3984, 11735, 0, 11068, 11426, 5698, 11068, 1663, 2837, 25802, 8321, 1797, 40297, 6328, 2175, 15493, 590, 56936, 75275, 62290, 394, 16977, 41698, 2497]"
2589,"['粤', '水电']","[27121, 11735]"
2590,"['粤', '水电', '重大', '资产重组', '风险', '提示']","[27121, 11735, 3163, 168392, 1361, 4504]"
2591,"['粤', '水电', '广东', '水电', '二局', '股份', '有限公司', '本次', '交易', '相关', '内幕', '信息', '知情人', '买卖', '股票', '情况', '自查报告']","[27121, 11735, 3984, 11735, 0, 11068, 11426, 10165, 2175, 530, 15493, 590, 56936, 6293, 2913, 394, 0]"
2592,"['粤', '水电', '广东', '水电', '二局', '股份', '有限公司', '发行', '股份', '购买', '资产', '募集', '配套', '资金', '暨', '关联', '交易', '报告书', '草案', '修订稿']","[27121, 11735, 3984, 11735, 0, 11068, 11426, 5698, 11068, 1663, 2837, 25802, 8321, 1797, 40297, 6328, 2175, 80574, 34782, 0]"
2593,"['粤', '水电', '北京市', '金杜', '律师', '事务所', '广东', '水电', '二局', '股份', '有限公司', '发行', '股份', '购买', '资产', '募集', '配套', '资金', '暨', '关联', '交易', '补充', '法律', '意见书']","[27121, 11735, 13079, 0, 3618, 25653, 3984, 11735, 0, 11068, 11426, 5698, 11068, 1663, 2837, 25802, 8321, 1797, 40297, 6328, 2175, 1268, 799, 92352]"
2594,"['粤', '水电', '独立', '董事', '重组', '问询', '函', '回复', '相关', '问题', '独立', '意见']","[27121, 11735, 988, 25899, 15734, 47727, 28939, 1446, 530, 75, 988, 2497]"
2595,"['粤', '水电', '中联', '国际', '评估', '咨询', '有限公司', '深圳证券交易所']","[27121, 11735, 143819, 1266, 5808, 3841, 11426, 183356]"
2596,"['粤', '水电', '中信证券', '股份', '有限公司', '广东', '水电', '二局', '股份', '有限公司', '本次', '交易', '股票交易', '自查', '期间', '相关', '内幕', '信息', '知情人', '买卖', '公司股票', '情况', '专项', '核查', '意见']","[27121, 11735, 99190, 11068, 11426, 3984, 11735, 0, 11068, 11426, 10165, 2175, 75275, 62290, 975, 530, 15493, 590, 56936, 6293, 72744, 394, 16977, 41698, 2497]"
2597,"['粤', '水电', '广东', '水电', '二局', '股份', '有限公司', '发行', '股份', '购买', '资产', '募集', '配套', '资金', '暨', '关联', '交易', '报告书', '草案', '修订稿', '摘要']","[27121, 11735, 3984, 11735, 0, 11068, 11426, 5698, 11068, 1663, 2837, 25802, 8321, 1797, 40297, 6328, 2175, 80574, 34782, 0, 22686]"
2598,"['粤', '水电', '中信证券', '股份', '有限公司', '深圳证券交易所']","[27121, 11735, 99190, 11068, 11426, 183356]"
2599,"['晶瑞电材', '独立', '董事', '第三届', '董事会', '第七次', '会议', '相关', '事项', '独立', '意见']","[0, 988, 25899, 0, 22872, 0, 3764, 530, 15891, 988, 2497]"
2600,"['兆龙', '互连', '独立', '董事', '第二届', '董事会', '第七次', '会议', '相关', '事项', '独立', '意见']","[0, 215748, 988, 25899, 0, 22872, 0, 3764, 530, 15891, 988, 2497]"
2601,"['兆龙', '互连', '创业板', '上市公司', '股权', '激励', '计划', '自查', '表']","[0, 215748, 38970, 12697, 9255, 5596, 887, 62290, 2065]"
2602,"['兆龙', '互连', '年', '限制性', '股票', '激励', '计划', '草案', '摘要']","[0, 215748, 50, 70711, 2913, 5596, 887, 34782, 22686]"
2603,"['兆龙', '互连', '召开', '年', '第一次', '临时', '股东大会', '通知']","[0, 215748, 9061, 50, 0, 3922, 70603, 3506]"
2604,"['兆龙', '互连', '独立', '董事', '公开', '征集', '委托', '投票权', '报告书']","[0, 215748, 988, 25899, 2314, 27201, 12597, 32681, 80574]"
2605,"['兆龙', '互连', '上海', '荣正', '投资', '咨询', '股份', '有限公司', '浙江', '兆龙', '互连', '科技股份', '有限公司', '年', '限制性', '股票', '激励', '计划', '草案', '独立', '财务顾问', '报告']","[0, 215748, 829, 0, 857, 3841, 11068, 11426, 5549, 0, 215748, 176683, 11426, 50, 70711, 2913, 5596, 887, 34782, 988, 132415, 1950]"
2606,"['荣安', '地产', '控股', '子公司', '提供', '担保', '进展']","[0, 11454, 22043, 24811, 614, 16235, 6738]"
2607,"['保利', '联合', '第六届', '董事会', '第二十一次', '会议', '决议']","[66262, 2841, 0, 22872, 0, 3764, 17912]"
2608,"['焦作', '万方', '焦作', '万方', '铝业', '股份', '有限公司', '第八届', '董事会', '第二十九次', '会议', '决议']","[83894, 68168, 83894, 68168, 166363, 11068, 11426, 0, 22872, 0, 3764, 17912]"
2609,"['保利', '联合', '独立', '董事', '提名', '人', '声明']","[66262, 2841, 988, 25899, 8941, 12, 4806]"
2610,"['保利', '联合', '独立', '董事', '六届', '董事会', '二十', '一次', '会议', '独立', '意见']","[66262, 2841, 988, 25899, 0, 22872, 1380, 0, 3764, 988, 2497]"
2611,"['保利', '联合', '独立', '董事', '六届', '董事会', '二十', '一次', '会议', '事前', '认可', '意见']","[66262, 2841, 988, 25899, 0, 22872, 1380, 0, 3764, 17110, 2895, 2497]"
2612,"['保利', '联合', '年', '年度', '股东大会', '增加', '临时', '提案', '暨', '补充', '通知']","[66262, 2841, 50, 6892, 70603, 833, 3922, 21060, 40297, 1268, 3506]"
2613,"['保利', '联合', '独立', '董事', '候选人', '声明']","[66262, 2841, 988, 25899, 12568, 4806]"
2614,"['保利', '联合', '第六届', '监事会', '第十八次', '会议', '决议']","[66262, 2841, 0, 122159, 0, 3764, 17912]"
2615,"['保利', '联合', '独立', '董事', '提名', '人', '声明']","[66262, 2841, 988, 25899, 8941, 12, 4806]"
2616,"['保利', '联合', '独立', '董事', '候选人', '声明']","[66262, 2841, 988, 25899, 12568, 4806]"
2617,"['保利', '联合', '聘任', '公司', '年度', '审计', '机构']","[66262, 2841, 91215, 225, 6892, 17809, 1712]"
2618,"['保利', '联合', '独立', '董事', '候选人', '声明']","[66262, 2841, 988, 25899, 12568, 4806]"
2619,"['保利', '联合', '监事会', '换届选举']","[66262, 2841, 122159, 122201]"
2620,"['星徽', '股份', '前次', '募集', '资金', '使用', '情况', '报告']","[0, 11068, 94482, 25802, 1797, 308, 394, 1950]"
2621,"['星徽', '股份', '年度', '特定', '对象', '发行股票', '摊薄', '即期', '回报', '采取', '填补', '措施', '相关', '主体', '承诺']","[0, 11068, 6892, 3850, 1679, 138888, 76712, 124573, 3486, 2726, 11963, 4417, 530, 3963, 4438]"
2622,"['星徽', '股份', '第四届', '监事会', '第十八次', '会议', '决议']","[0, 11068, 0, 122159, 0, 3764, 17912]"
2623,"['星徽', '股份', '最近', '五年', '证券', '监管部门', '交易所', '处罚', '采取', '监管', '措施', '情况']","[0, 11068, 834, 0, 9932, 27110, 32224, 5972, 2726, 4408, 4417, 394]"
2624,"['星徽', '股份', '独立', '董事', '第四届', '董事会', '第二十次', '会议', '相关', '事项', '事前', '认可', '意见']","[0, 11068, 988, 25899, 0, 22872, 0, 3764, 530, 15891, 17110, 2895, 2497]"
2625,"['星徽', '股份', '内部', '控制', '自我', '评价', '报告']","[0, 11068, 1608, 596, 835, 779, 1950]"
2626,"['星徽', '股份', '独立', '董事', '第四届', '董事会', '第二十次', '会议', '相关', '事项', '独立', '意见']","[0, 11068, 988, 25899, 0, 22872, 0, 3764, 530, 15891, 988, 2497]"
2627,"['星徽', '股份', '本次', '特定', '对象', '发行股票', '不', '存在', '直接', '利益', '相关', '方向', '参与', '认购', '投资者', '提供', '财务', '资助', '补偿']","[0, 11068, 10165, 3850, 1679, 138888, 10, 373, 209, 885, 530, 974, 1598, 56430, 6048, 614, 4233, 9120, 6801]"
2628,"['瑞鹄', '模具', '证券', '发行', '保荐', '书']","[0, 24411, 9932, 5698, 148681, 473]"
2629,"['星徽', '股份', '内部', '控制', '鉴证', '报告']","[0, 11068, 1608, 596, 111254, 1950]"
2630,"['瑞鹄', '模具', '公开', '发行', '转换', '公司债券', '发行']","[0, 24411, 2314, 5698, 5583, 221683, 5698]"
2631,"['星徽', '股份', '未来', '三年']","[0, 11068, 646, 0]"
2632,"['瑞鹄', '模具', '公开', '发行', '转换', '公司债券', '补充', '法律', '意见书']","[0, 24411, 2314, 5698, 5583, 221683, 1268, 799, 92352]"
2633,"['瑞鹄', '模具', '公开', '发行', '转换', '公司债券', '补充', '法律', '意见书', '三']","[0, 24411, 2314, 5698, 5583, 221683, 1268, 799, 92352, 105]"
2634,"['瑞鹄', '模具', '公开', '发行', '转换', '公司债券', '募集', '说明书']","[0, 24411, 2314, 5698, 5583, 221683, 25802, 15235]"
2635,"['星徽', '股份', '第四届', '董事会', '第二十次', '会议', '决议']","[0, 11068, 0, 22872, 0, 3764, 17912]"
2636,"['星徽', '股份', '年度', '特定', '对象', '发行股票', '方案', '论证', '分析', '报告']","[0, 11068, 6892, 3850, 1679, 138888, 2233, 5402, 664, 1950]"
2637,"['瑞鹄', '模具', '公开', '发行', '转换', '公司债券', '之实', '控人', '担保', '函']","[0, 24411, 2314, 5698, 5583, 221683, 0, 0, 16235, 28939]"
2638,"['瑞鹄', '模具', '公开', '发行', '转换', '公司债券', '资信', '评级', '报告']","[0, 24411, 2314, 5698, 5583, 221683, 142771, 23999, 1950]"
2639,"['瑞鹄', '模具', '公开', '发行', '转换', '公司债券', '募集', '说明书', '摘要']","[0, 24411, 2314, 5698, 5583, 221683, 25802, 15235, 22686]"
2640,"['瑞鹄', '模具', '公开', '发行', '转换', '公司债券', '补充', '法律', '意见书', '二']","[0, 24411, 2314, 5698, 5583, 221683, 1268, 799, 92352, 285]"
2641,"['星徽', '股份', '股东权益', '拟', '变动', '暨', '公司', '控股', '股东', '拟', '发生', '变更', '提示性']","[0, 11068, 127282, 14685, 10548, 40297, 225, 22043, 9250, 14685, 365, 15574, 186770]"
2642,"['瑞鹄', '模具', '公开', '发行', '转换', '公司债券', '抵押', '合同']","[0, 24411, 2314, 5698, 5583, 221683, 13234, 4332]"
2643,"['星徽', '股份', '提请', '股东大会', '批准', '认购', '对象', '免于', '要约', '收购', '方式', '增持', '公司', '股份']","[0, 11068, 67967, 70603, 8282, 56430, 1679, 18582, 57677, 6599, 343, 74742, 225, 11068]"
2644,"['星徽', '股份', '前次', '募集', '资金', '使用', '情况', '鉴证', '报告']","[0, 11068, 94482, 25802, 1797, 308, 394, 111254, 1950]"
2645,"['瑞鹄', '模具', '公开', '发行', '转换', '公司债券', '网上', '路演']","[0, 24411, 2314, 5698, 5583, 221683, 1019, 34130]"
2646,"['星徽', '股份', '特定', '对象', '签署', '附', '条件', '生效', '股份', '认购', '协议', '暨', '关联', '交易']","[0, 11068, 3850, 1679, 10695, 6108, 757, 21985, 11068, 56430, 4244, 40297, 6328, 2175]"
2647,"['瑞鹄', '模具', '独立', '董事', '第三届', '董事会', '第六次', '会议', '相关', '事项', '独立', '意见']","[0, 24411, 988, 25899, 0, 22872, 0, 3764, 530, 15891, 988, 2497]"
2648,"['瑞鹄', '模具', '公开', '发行', '转换', '公司债券', '法律', '意见书']","[0, 24411, 2314, 5698, 5583, 221683, 799, 92352]"
2649,"['瑞鹄', '模具', '第三届', '监事会', '第六次', '会议', '决议']","[0, 24411, 0, 122159, 0, 3764, 17912]"
2650,"['民生', '证券', '股份', '有限公司', '广东', '利元亨', '智能', '装备', '股份', '有限公司', '不', '特定', '对象', '发行', '转换', '公司债券', '发行', '保荐', '书', '修订稿']","[11404, 9932, 11068, 11426, 3984, 0, 3364, 1847, 11068, 11426, 10, 3850, 1679, 5698, 5583, 221683, 5698, 148681, 473, 0]"
2651,"['发行人', '保荐', '机构', '广东', '利元亨', '智能', '装备', '股份', '有限公司', '不', '特定', '对象', '发行', '转换', '公司债券', '申请', '文件', '审核', '问询', '函', '回复', '修订稿', '豁免', '披露', '版']","[121328, 148681, 1712, 3984, 0, 3364, 1847, 11068, 11426, 10, 3850, 1679, 5698, 5583, 221683, 1863, 3177, 7913, 47727, 28939, 1446, 0, 51079, 14061, 1096]"
2652,"['广东', '利元亨', '智能', '装备', '股份', '有限公司', '公司', '不', '特定', '对象', '发行', '转换', '公司债券', '申请', '文件', '第二轮', '审核', '问询', '函', '回复', '更新', '提示性']","[3984, 0, 3364, 1847, 11068, 11426, 225, 10, 3850, 1679, 5698, 5583, 221683, 1863, 3177, 0, 7913, 47727, 28939, 1446, 954, 186770]"
2653,"['广东', '利元亨', '智能', '装备', '股份', '有限公司', '不', '特定', '对象', '发行', '转换', '公司债券', '募集', '说明书', '修订稿']","[3984, 0, 3364, 1847, 11068, 11426, 10, 3850, 1679, 5698, 5583, 221683, 25802, 15235, 0]"
2654,"['发行人', '保荐', '机构', '广东', '利元亨', '智能', '装备', '股份', '有限公司', '不', '特定', '对象', '发行', '转换', '公司债券', '申请', '文件', '第二轮', '审核', '问询', '函', '回复', '修订稿', '豁免', '披露', '版']","[121328, 148681, 1712, 3984, 0, 3364, 1847, 11068, 11426, 10, 3850, 1679, 5698, 5583, 221683, 1863, 3177, 0, 7913, 47727, 28939, 1446, 0, 51079, 14061, 1096]"
2655,"['民生', '证券', '股份', '有限公司', '广东', '利元亨', '智能', '装备', '股份', '有限公司', '不', '特定', '对象', '发行', '转换', '公司债券', '上市', '保荐', '书', '修订稿']","[11404, 9932, 11068, 11426, 3984, 0, 3364, 1847, 11068, 11426, 10, 3850, 1679, 5698, 5583, 221683, 4775, 148681, 473, 0]"
2656,"['安', '永华', '明', '会计师', '事务所', '特殊', '普通', '合伙', '广东', '利元亨', '智能', '装备', '股份', '有限公司', '不', '特定', '对象', '发行', '转换', '公司债券', '申请', '文件', '第二轮', '审核', '问询', '函', '回复', '修订稿']","[4300, 236976, 2056, 24689, 25653, 2019, 639, 15385, 3984, 0, 3364, 1847, 11068, 11426, 10, 3850, 1679, 5698, 5583, 221683, 1863, 3177, 0, 7913, 47727, 28939, 1446, 0]"
